3.16927e+0 6.61155e-2
3.17273e+0 6.40319e-2
3.17578e+0 6.16166e-2
3.17873e+0 5.93681e-2
3.18173e+0 5.71966e-2
3.18573e+0 5.48400e-2
3.18958e+0 5.26364e-2
3.19357e+0 5.03237e-2
3.19719e+0 4.79763e-2
3.20026e+0 4.59106e-2
3.20388e+0 4.39542e-2
3.20813e+0 4.17388e-2
3.21216e+0 3.94855e-2
3.21579e+0 3.73440e-2
3.21968e+0 3.53863e-2
3.22338e+0 3.32364e-2
3.22776e+0 3.14148e-2
3.23268e+0 2.92479e-2
3.23732e+0 2.69264e-2
3.24221e+0 2.48996e-2
3.24733e+0 2.27170e-2
3.25203e+0 2.11766e-2
3.25518e+0 1.94654e-2
3.25974e+0 1.82032e-2
3.26309e+0 1.66655e-2
3.26789e+0 1.54978e-2
3.27258e+0 1.38329e-2
3.27748e+0 1.25371e-2
3.28320e+0 1.10551e-2
3.28870e+0 9.59492e-3
3.29420e+0 8.24162e-3
3.29970e+0 6.99517e-3
3.30520e+0 5.84665e-3
3.31070e+0 4.86729e-3
3.31620e+0 3.92355e-3
3.32169e+0 3.05796e-3
3.32719e+0 2.31206e-3
3.33269e+0 1.67103e-3
3.33819e+0 1.12793e-3
3.34369e+0 6.82767e-4
3.34919e+0 3.53347e-4
3.35469e+0 1.12959e-4
3.36019e+0 -2.64538e-4
3.36568e+0 -2.27516e-5
3.37118e+0 -8.29122e-5
3.37668e+0 1.04056e-4
3.38218e+0 3.17734e-4
3.38768e+0 6.20444e-4
3.39318e+0 1.04780e-3
3.39868e+0 1.53748e-3
3.40417e+0 2.08948e-3
3.40928e+0 2.74799e-3
3.41451e+0 3.50026e-3
3.43117e+0 6.40366e-3
3.43667e+0 7.67436e-3
3.44217e+0 8.78472e-3
3.44766e+0 9.85311e-3
3.45333e+0 1.10988e-2
3.45838e+0 1.21361e-2
3.46424e+0 1.39609e-2
3.46950e+0 1.55806e-2
3.47526e+0 1.71977e-2
3.48068e+0 1.87405e-2
3.48615e+0 2.06706e-2
3.49165e+0 2.22553e-2
3.49558e+0 2.42728e-2
3.50065e+0 2.64666e-2
3.50627e+0 2.78144e-2
3.51153e+0 2.99503e-2
3.51665e+0 3.20293e-2
3.52165e+0 3.41741e-2
3.52664e+0 3.63826e-2
3.53154e+0 3.85230e-2
3.53625e+0 4.07446e-2
3.54104e+0 4.29321e-2
3.54564e+0 4.51864e-2
3.55014e+0 4.74357e-2
3.55455e+0 4.96024e-2
3.55873e+0 5.18262e-2
3.56314e+0 5.41062e-2
3.56763e+0 5.64715e-2
3.57198e+0 5.87768e-2
3.57570e+0 6.09726e-2
3.57963e+0 6.31129e-2
3.58363e+0 6.53777e-2
3.58763e+0 6.76975e-2
3.59156e+0 6.99174e-2
3.59519e+0 7.21569e-2
3.59906e+0 7.44094e-2
3.60263e+0 7.66279e-2
3.60613e+0 7.87643e-2
3.60962e+0 8.09328e-2
3.61312e+0 8.31504e-2
3.61662e+0 8.53609e-2
3.62012e+0 8.75995e-2
3.62362e+0 8.98702e-2
3.62712e+0 9.21535e-2
3.63058e+0 9.43426e-2
3.63366e+0 9.65434e-2
3.63708e+0 9.87055e-2
3.64016e+0 1.00913e-1
3.64362e+0 1.03199e-1
3.64708e+0 1.05516e-1
3.65015e+0 1.07761e-1
3.65358e+0 1.10021e-1
3.65661e+0 1.12234e-1
3.65961e+0 1.14372e-1
3.66261e+0 1.16535e-1
3.66573e+0 1.18630e-1
3.66851e+0 1.20479e-1
